Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
34,2012,Bunchgrass,BD,7/12/2014,2,Brian/Andy,1,FLW,ACHIMILL,Achillea millefolium,1,65,65,1
1903,2013,Lookout,LS,7/30/2013,5,ALR,7,FLW,ACHIMILL,Achillea millefolium,1,65,65,2
2283,2013,Frissel,M2,8/2/2013,5,Scott,5,FLW,ACHIMILL,Achillea millefolium,3,21.67,65.01,40.5
19,2014,Carpenter,CPB,7/31/2014,4,RD,7,FLW,ACHIMILL,Achillea millefolium,3,22,66,24
2446,2012,Lookout,LS,8/2/2014,3,Vera,10,FLW,ACHIMILL,Achillea millefolium,1,67,67,3680
2949,2012,Frissel,RP1,7/17/2014,2,Carolyn,2,FLW,ACHIMILL,Achillea millefolium,1,67,67,1
1582,2011,Carpenter,CPB,8/18/2011,5,Vera,9,FLW,ACHIMILL,Achillea millefolium,2,34,68,68
1730,2012,Carpenter,CPS,8/8/2014,4,Andy,1,FLW,ACHIMILL,Achillea millefolium,2,34,68,22.8
2043,2012,Lookout,LM,8/9/2014,4,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,34,68,6
184,2011,Bunchgrass,BH,7/20/2011,1,"Tim, Andy",8,FLW,ACHIMILL,Achillea millefolium,2,35,70,70
631,2011,Cone,CNE,8/12/2011,4,Vera,2,FLW,ACHIMILL,Achillea millefolium,2,35,70,70
968,2011,Cone,CNM,8/5/2011,3,Tim,7,FLW,ACHIMILL,Achillea millefolium,2,35,70,70
1064,2011,Cone,CNM,8/20/2011,5,Vera,7,FLW,ACHIMILL,Achillea millefolium,2,35,70,70
1222,2012,Carpenter,CPB,8/8/2014,4,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,35,70,4
2460,2012,Lookout,LS,8/9/2014,4,Amanda,3,FLW,ACHIMILL,Achillea millefolium,2,35,70,288
91,2013,Carpenter,CPB,7/16/2013,3,Scott,8,FLW,ACHIMILL,Achillea millefolium,2,35,70,1
798,2013,Carpenter ,CPS,7/16/2013,3,Noelle,2,FLW,ACHIMILL,Achillea millefolium,5,14,70,NA
157,2014,Lookout,LS,7/11/2014,2,DY,5,FLW,ACHIMILL,Achillea millefolium,2,35,70,14
197,2014,Frissel,M2,7/30/2014,4,DY,4,FLW,ACHIMILL,Achillea millefolium,2,35,70,2
210,2014,Frissel,NE,7/26/2014,3,RD,3,FLW,ACHIMILL,Achillea millefolium,1,70,70,6
14,2011,Bunchgrass,BD,7/25/2011,2,Andy,2,FLW,ACHIMILL,Achillea millefolium,2,36,72,72
114,2011,Bunchgrass,BD,8/22/2011,5,Vera,3,FLW,ACHIMILL,Achillea millefolium,3,24,72,72
1594,2011,Carpenter,CPB,9/8/2011,6,Vera,4,FLW,ACHIMILL,Achillea millefolium,2,36,72,72
1711,2011,Carpenter,CPM,8/2/2011,3,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,36,72,72
3720,2011,Frissel,RP2,7/25/2011,2,Tim,4,FLW,ACHIMILL,Achillea millefolium,2,36,72,33.6
198,2012,Bunchgrass,BD,8/14/2014,5,Andy,8,FLW,ACHIMILL,Achillea millefolium,2,36,72,3
249,2012,Bunchgrass,BH,7/5/2014,1,Linnet,10,FLW,ACHIMILL,Achillea millefolium,2,36,72,71.4
262,2012,Bunchgrass,BH,7/12/2014,2,Brian/Andy,3,FLW,ACHIMILL,Achillea millefolium,2,36,72,24
1228,2012,Carpenter,CPB,8/8/2014,4,Vera,7,FLW,ACHIMILL,Achillea millefolium,2,36,72,16.5
1266,2012,Carpenter,CPB,8/15/2014,5,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,36,72,2
1715,2012,Carpenter,CPS,7/31/2014,3,Andy,2,FLW,ACHIMILL,Achillea millefolium,2,36,72,1
1736,2012,Carpenter,CPS,8/8/2014,4,Andy,3,FLW,ACHIMILL,Achillea millefolium,2,36,72,NA
1752,2012,Carpenter,CPS,8/8/2014,4,Andy,10,FLW,ACHIMILL,Achillea millefolium,2,36,72,NA
2596,2013,Frissel,RP1,7/4/2013,1,Scott,4,FLW,ACHIMILL,Achillea millefolium,3,24,72,1
175,2011,Bunchgrass,BH,7/20/2011,1,"Tim, Andy",7,FLW,ACHIMILL,Achillea millefolium,2,37,74,74
3304,2011,Frissel,M2,8/17/2011,4,Vera,9,FLW,ACHIMILL,Achillea millefolium,2,37,74,45
3890,2011,Frissel,RP2,8/26/2011,5,Vera,7,FLW,ACHIMILL,Achillea millefolium,2,37,74,240
90,2012,Bunchgrass,BD,8/1/2014,3,Andy,3,FLW,ACHIMILL,Achillea millefolium,2,37,74,1
112,2012,Bunchgrass,BD,8/1/2014,3,Mark,8,FLW,ACHIMILL,Achillea millefolium,2,37,74,2
1899,2012,Lookout,LM,7/25/2014,2,Mark,5,FLW,ACHIMILL,Achillea millefolium,2,37,74,3
1948,2012,Lookout,LM,7/25/2014,2,Mark,10,FLW,ACHIMILL,Achillea millefolium,2,37,74,60
1982,2012,Lookout,LM,8/6/2014,3,Vera,5,FLW,ACHIMILL,Achillea millefolium,2,37,74,76.8
2895,2012,Frissel,RP1,7/9/2014,1,Linnet,5,FLW,ACHIMILL,Achillea millefolium,2,37,74,1
220,2014,Frissel,NE,8/6/2014,5,KH,8,FLW,ACHIMILL,Achillea millefolium,3,24.7,74.1,93.1
2132,2012,Lookout,LO,7/25/2014,2,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,25,75,18
3081,2012,Frissel,RP1,8/13/2014,4,Mark,10,FLW,ACHIMILL,Achillea millefolium,1,75,75,616.5
2767,2013,Frissel,RP1,7/23/2013,4,Kyra,4,FLW,ACHIMILL,Achillea millefolium,1,75,75,116
275,2014,Frissel,RP2,7/9/2014,1,JL,5,FLW,ACHIMILL,Achillea millefolium,1,75,75,6.999999999
2225,2011,Carpenter,CPS,8/17/2011,5,Vera,1,FLW,ACHIMILL,Achillea millefolium,2,38,76,4
2234,2011,Carpenter,CPS,8/17/2011,5,Vera,5,FLW,ACHIMILL,Achillea millefolium,2,38,76,14
3299,2011,Frissel,M2,8/17/2011,4,Vera,8,FLW,ACHIMILL,Achillea millefolium,2,38,76,48
376,2012,Bunchgrass,BH,8/7/2014,4,Olivia,7,FLW,ACHIMILL,Achillea millefolium,2,38,76,12
1869,2012,Lookout,LM,7/25/2014,2,Mark,2,FLW,ACHIMILL,Achillea millefolium,2,38,76,224
2219,2012,Lookout,LO,8/9/2014,4,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,38,76,16
2492,2012,Lookout,LS,8/9/2014,4,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,38,76,1070
3040,2012,Frissel,RP1,8/6/2014,3,Olivia,5,FLW,ACHIMILL,Achillea millefolium,2,38,76,4
3220,2012,Frissel,RP2,8/13/2014,4,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,38,76,6
10,2014,Carpenter,CPB,7/4/2014,1,DY,4,FLW,ACHIMILL,Achillea millefolium,13,5.9,76.7,3
1809,2013,Lookout,LS,7/15/2013,3,Scott,5,FLW,ACHIMILL,Achillea millefolium,1,77,77,40
1861,2013,Lookout,LS,7/24/2013,4,Scott,4,FLW,ACHIMILL,Achillea millefolium,1,77,77,12
57,2011,Bunchgrass,BD,8/2/2011,3,"Andy, Tim",5,FLW,ACHIMILL,Achillea millefolium,3,26,78,78
2836,2011,Lookout,LO,8/4/2011,3,TJL,8,FLW,ACHIMILL,Achillea millefolium,2,39,78,375
3279,2011,Frissel,M2,8/17/2011,4,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,39,78,4
3348,2011,Frissel,M2,8/22/2011,5,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,39,78,200
828,2012,Cone,CNM,8/3/2014,3,Andy,4,FLW,ACHIMILL,Achillea millefolium,3,26,78,2730
1576,2013,Lookout,LO,7/24/2013,4,Kyra,10,FLW,ACHIMILL,Achillea millefolium,4,19.5,78,1
1919,2013,Lookout,LS,7/30/2013,5,ALR,10,FLW,ACHIMILL,Achillea millefolium,2,39,78,114
184,2014,Frissel,M2,7/17/2014,2,KH,5,FLW,ACHIMILL,Achillea millefolium,3,26.33,78.99,187
1930,2013,Lookout,LS,8/5/2013,6,Fabian,5,FLW,ACHIMILL,Achillea millefolium,1,80,80,3
161,2014,Lookout ,LS,7/8/2014,1,RM,6,FLW,ACHIMILL,Achillea millefolium,2,40,80,3
1944,2013,Lookout,LS,8/5/2013,6,Kyra,10,FLW,ACHIMILL,Achillea millefolium,1,81,81,220
2880,2013,Frissel,RP2,7/4/2013,1,Noelle,8,FLW,ACHIMILL,Achillea millefolium,9,9,81,6
423,2011,Bunchgrass,BS,8/22/2011,5,Tim + Andy,5,FLW,ACHIMILL,Achillea millefolium,2,42,84,84
3814,2011,Frissel,RP2,8/3/2011,3,Tiffany,10,FLW,ACHIMILL,Achillea millefolium,4,21,84,4
776,2012,Cone,CNM,7/24/2014,2,Andy,5,FLW,ACHIMILL,Achillea millefolium,3,28,84,1
1441,2012,Carpenter,CPM,8/8/2014,4,Andy,2,FLW,ACHIMILL,Achillea millefolium,2,42,84,6.2
1327,2013,Lookout,LM,8/16/2013,7,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,42,84,120
39,2014,Carpenter,CPM,7/31/2014,4,KH,7,FLW,ACHIMILL,Achillea millefolium,6,14,84,520.8
159,2014,Lookout,LS,8/1/2014,4,KH,5,FLW,ACHIMILL,Achillea millefolium,3,28,84,26
273,2014,Frissel,RP2,7/17/2014,2,RD,3,FLW,ACHIMILL,Achillea millefolium,2,42,84,12
64,2014,Carpenter,CPS,7/10/2014,2,RD,7,FLW,ACHIMILL,Achillea millefolium,5,17,85,403
69,2014,Lookout,LM,7/11/2014,2,JL,1,FLW,ACHIMILL,Achillea millefolium,4,21.25,85,112
399,2011,Bunchgrass,BS,8/2/2011,3,Tim + Andy,5,FLW,ACHIMILL,Achillea millefolium,2,43,86,86
3632,2011,Frissel,RP1,8/26/2011,5,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,43,86,67.2
2401,2012,Lookout,LS,8/2/2014,3,Amanda,3,FLW,ACHIMILL,Achillea millefolium,2,43,86,2
763,2012,Cone,CNM,7/24/2014,2,Andy,3,FLW,ACHIMILL,Achillea millefolium,3,29,87,7
2719,2012,Frissel,M2,8/2/2014,3,Andy,4,FLW,ACHIMILL,Achillea millefolium,3,29,87,280
8,2014,Carpenter,CPB,7/10/2014,2,KH,3,FLW,ACHIMILL,Achillea millefolium,4,21.75,87,1
127,2014,Lookout ,LO,8/1/2014,4,DY,7,FLW,ACHIMILL,Achillea millefolium,3,29,87,52.5
145,2014,Lookout,LS,8/1/2014,4,RD,1,FLW,ACHIMILL,Achillea millefolium,3,29,87,20
146,2014,Lookout,LS,8/5/2014,5,AM,1,FLW,ACHIMILL,Achillea millefolium,3,29,87,20
2374,2012,Lookout,LS,7/22/2014,2,Vera,8,FLW,ACHIMILL,Achillea millefolium,2.5,35,87.5,68
1461,2013,Lookout,LO,7/10/2013,2,Scott,10,FLW,ACHIMILL,Achillea millefolium,5,17.5,87.5,55
114,2014,Lookout,LO,8/1/2014,4,RD,2,FLW,ACHIMILL,Achillea millefolium,4,22,88,16
219,2014,Frissel,NE,7/26/2014,3,DY,8,FLW,ACHIMILL,Achillea millefolium,4,22,88,150
248,2014,Frissel,RP1,7/9/2014,1,IP,8,FLW,ACHIMILL,Achillea millefolium,4,22,88,6
2773,2013,Frissel,RP1,7/23/2013,4,Kyra,5,FLW,ACHIMILL,Achillea millefolium,3,29.5,88.5,55
2629,2011,Lookout,LM,8/21/2011,5,Vera,2,FLW,ACHIMILL,Achillea millefolium,6,15,90,690
2026,2012,Lookout,LM,8/9/2014,4,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,45,90,31.9
1295,2013,Lookout,LM,8/5/2013,6,Kyra,3,FLW,ACHIMILL,Achillea millefolium,1,90,90,1
128,2014,Lookout,LO,8/5/2014,5,IP,7,FLW,ACHIMILL,Achillea millefolium,3,30,90,3
216,2014,Frissel,NE,7/30/2014,4,DY,5,FLW,ACHIMILL,Achillea millefolium,3,30,90,2
278,2014,Frissel,RP2,7/30/2014,4,JL,5,FLW,ACHIMILL,Achillea millefolium,3,30,90,24
178,2014,Frissel,M2,7/8/2014,1,JL,1,FLW,ACHIMILL,Achillea millefolium,7,12.85714286,90.00000002,10
2189,2011,Carpenter,CPS,8/2/2011,3,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,30.3,90.9,125
3200,2012,Frissel,RP2,8/6/2014,3,Mark,10,FLW,ACHIMILL,Achillea millefolium,2,46,92,213.9
67,2014,Carpenter,CPS,7/31/2014,4,IP,10,FLW,ACHIMILL,Achillea millefolium,4,23,92,2
186,2014,Frissel,M2,7/17/2014,2,KH,8,FLW,ACHIMILL,Achillea millefolium,3,30.67,92.01,20
1045,2011,Cone,CNM,8/20/2011,5,Vera,1,FLW,ACHIMILL,Achillea millefolium,3,31,93,93
158,2014,Lookout,LS,7/18/2014,3,KH,5,FLW,ACHIMILL,Achillea millefolium,3,31,93,6
1026,2011,Cone,CNM,8/12/2011,4,Andy,7,FLW,ACHIMILL,Achillea millefolium,2,47,94,94
237,2014,Frissel,RP1,7/9/2014,1,LKB,5,FLW,ACHIMILL,Achillea millefolium,2,47,94,1
160,2014,Lookout,LS,8/5/2014,5,LKB,5,FLW,ACHIMILL,Achillea millefolium,2,47.5,95,4
1655,2013,Lookout,LO,8/16/2013,7,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,48,96,67.5
140,2014,Lookout,LO,8/1/2014,4,KH,10,FLW,ACHIMILL,Achillea millefolium,3,32.22,96.66,7
215,2014,Frissel,NE,7/26/2014,3,KH,5,FLW,ACHIMILL,Achillea millefolium,3,32.33,96.99,7
828,2013,Carpenter,CPS,7/29/2013,5,ALR,2,FLW,ACHIMILL,Achillea millefolium,1,97,97,NA
3059,2012,Frissel,RP1,8/6/2014,3,Mark,10,FLW,ACHIMILL,Achillea millefolium,2,49,98,3
2463,2012,Lookout,LS,8/9/2014,4,Amanda,4,FLW,ACHIMILL,Achillea millefolium,3,33.3,99.9,2
3050,2012,Frissel,RP1,8/6/2014,3,Mark,8,FLW,ACHIMILL,Achillea millefolium,3,33.3,99.9,4
1304,2013,Lookout,LM,8/5/2013,6,Fabian,10,FLW,ACHIMILL,Achillea millefolium,2,50,100,840
3,2014,Carpenter,CPB,7/29/2014,3,IP,1,FLW,ACHIMILL,Achillea millefolium,4,25,100,48.4
56,2014,Carpenter,CPS,7/29/2014,3,JL,4,FLW,ACHIMILL,Achillea millefolium,5,20,100,4
223,2014,Frissel,RP1,7/30/2014,4,JL,1,FLW,ACHIMILL,Achillea millefolium,5,20,100,34.5
78,2014,Lookout,LM,7/11/2014,2,LKB,3,FLW,ACHIMILL,Achillea millefolium,4,25.3,101.2,72.8
1959,2012,Lookout,LM,8/6/2014,3,Vera,1,FLW,ACHIMILL,Achillea millefolium,3,34,102,4
2447,2011,Lookout,LM,8/4/2011,3,Tim,3,FLW,ACHIMILL,Achillea millefolium,2,52,104,61
3598,2011,Frissel,RP1,8/17/2011,4,Vera,6,FLW,ACHIMILL,Achillea millefolium,2,52,104,8
50,2012,Bunchgrass,BD,7/12/2014,2,Brian/Andy,5,FLW,ACHIMILL,Achillea millefolium,2,52,104,12
2999,2012,Frissel,RP1,7/17/2014,2,Linnet,8,FLW,ACHIMILL,Achillea millefolium,2,52,104,2
668,2011,Cone,CNE,8/20/2011,5,Vera,1,FLW,ACHIMILL,Achillea millefolium,3,35,105,105
116,2012,Bunchgrass,BD,8/1/2014,3,Mark,9,FLW,ACHIMILL,Achillea millefolium,3,35,105,77
498,2012,Bunchgrass,BS,8/7/2014,4,Mark,9,FLW,ACHIMILL,Achillea millefolium,3,35,105,4080
1991,2012,Lookout,LM,8/5/2014,3,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,35,105,6
1894,2013,Lookout,LS,7/30/2013,5,Noelle,4,FLW,ACHIMILL,Achillea millefolium,1,105,105,2
57,2014,Carpenter,CPS,7/31/2014,4,JL,4,FLW,ACHIMILL,Achillea millefolium,7,15,105,NA
134,2014,Lookout,LO,7/18/2014,3,JL,9,FLW,ACHIMILL,Achillea millefolium,6,17.5,105,99
149,2014,Lookout,LS,7/18/2014,3,RM,3,FLW,ACHIMILL,Achillea millefolium,3,35,105,27
2204,2011,Carpenter,CPS,8/9/2011,4,Andy,3,FLW,ACHIMILL,Achillea millefolium,2,53,106,111.6
3557,2011,Frissel,RP1,8/3/2011,3,Vera,8,FLW,ACHIMILL,Achillea millefolium,2,53,106,8
144,2014,Lookout,LS,7/18/2014,3,RD,1,FLW,ACHIMILL,Achillea millefolium,1,106,106,260
839,2013,Carpenter,CPS,8/6/2013,6,Kyra,2,FLW,ACHIMILL,Achillea millefolium,1,107,107,5
1271,2013,Lookout,LM,7/30/2013,5,Noelle,3,FLW,ACHIMILL,Achillea millefolium,1,107,107,4
217,2014,Frissel,NE,7/8/2014,1,JL,8,FLW,ACHIMILL,Achillea millefolium,5,21.4,107,6
16,2011,Bunchgrass,BD,7/25/2011,2,Andy,3,FLW,ACHIMILL,Achillea millefolium,3,36,108,108
33,2011,Bunchgrass,BD,7/25/2011,2,ND,7,FLW,ACHIMILL,Achillea millefolium,2,54,108,108
170,2011,Bunchgrass,BH,7/20/2011,1,"Tim, Andy",6,FLW,ACHIMILL,Achillea millefolium,3,36,108,108
2856,2011,Lookout,LO,8/11/2011,4,Vera,2,FLW,ACHIMILL,Achillea millefolium,3,36,108,15
185,2012,Bunchgrass,BD,8/14/2014,5,Andy,5,FLW,ACHIMILL,Achillea millefolium,3,36,108,47.5
492,2012,Bunchgrass,BS,8/7/2014,4,Olivia,4,FLW,ACHIMILL,Achillea millefolium,3,36,108,540
600,2012,Cone,CNE,8/3/2014,3,Vera,2,FLW,ACHIMILL,Achillea millefolium,3,36,108,9
743,2012,Cone,CNM,7/24/2014,2,Andy,1,FLW,ACHIMILL,Achillea millefolium,3,36,108,4
1717,2012,Carpenter,CPS,7/31/2014,3,Andy,3,FLW,ACHIMILL,Achillea millefolium,3,36,108,96
1720,2012,Carpenter,CPS,7/31/2014,3,Andy,5,FLW,ACHIMILL,Achillea millefolium,3,36,108,39
1858,2012,Lookout,LM,7/25/2014,2,Mark,1,FLW,ACHIMILL,Achillea millefolium,3,36,108,12
2799,2012,Frissel,M2,8/9/2014,4,Andy,3,FLW,ACHIMILL,Achillea millefolium,3,36,108,700
3076,2012,Frissel,RP1,8/13/2014,4,Mark,8,FLW,ACHIMILL,Achillea millefolium,3,36,108,5
3147,2012,Frissel,RP2,7/17/2014,2,Linnet,8,FLW,ACHIMILL,Achillea millefolium,2,54,108,3
2934,2013,Frissel,RP2,7/11/2013,2,Scott,8,FLW,ACHIMILL,Achillea millefolium,4,27,108,15
132,2014,Lookout,LO,7/8/2014,1,KH,9,FLW,ACHIMILL,Achillea millefolium,3,36,108,60.8
239,2014,Frissel,RP1,7/26/2014,3,JL,5,FLW,ACHIMILL,Achillea millefolium,6,18.33333333,110,6
133,2012,Bunchgrass,BD,8/7/2014,4,Andy,3,FLW,ACHIMILL,Achillea millefolium,2,55,110,7.5
2164,2012,Lookout,LO,8/2/2014,3,Amanda,4,FLW,ACHIMILL,Achillea millefolium,2,55,110,5.2
2733,2013,Frissel,RP1,7/17/2013,3,Fabian,6,FLW,ACHIMILL,Achillea millefolium,2,55,110,45
1547,2011,Carpenter,CPB,8/18/2011,5,Vera,3,FLW,ACHIMILL,Achillea millefolium,3,37,111,111
181,2012,Bunchgrass,BD,8/14/2014,5,Andy,4,FLW,ACHIMILL,Achillea millefolium,3,37,111,10
1165,2012,Carpenter,CPB,7/31/2014,3,Mark,5,FLW,ACHIMILL,Achillea millefolium,3,37,111,3
3584,2011,Frissel,RP1,8/17/2011,4,Vera,3,FLW,ACHIMILL,Achillea millefolium,4,28,112,29.7
3606,2011,Frissel,RP1,8/17/2011,4,Vera,7,FLW,ACHIMILL,Achillea millefolium,2,56,112,3
1611,2013,Lookout,LO,8/5/2013,6,Scott,1,FLW,ACHIMILL,Achillea millefolium,2,56,112,2
175,2014,Lookout,LS,7/18/2014,3,KH,10,FLW,ACHIMILL,Achillea millefolium,2,56,112,3.99
206,2014,Frissel,M2,8/6/2014,5,RD,7,FLW,ACHIMILL,Achillea millefolium,4,28,112,60
2186,2011,Carpenter,CPS,8/2/2011,3,Vera,7,FLW,ACHIMILL,Achillea millefolium,2,57,114,38.4
2241,2011,Carpenter,CPS,8/17/2011,5,Vera,7,FLW,ACHIMILL,Achillea millefolium,3,38,114,171
3361,2011,Frissel,M2,8/22/2011,5,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,38,114,852
3852,2011,Frissel,RP2,8/17/2011,4,Vera,7,FLW,ACHIMILL,Achillea millefolium,3,38,114,4
3896,2011,Frissel,RP2,8/26/2011,5,Vera,10,FLW,ACHIMILL,Achillea millefolium,2,57,114,1680
872,2012,Cone,CNM,8/10/2014,4,Andy,4,FLW,ACHIMILL,Achillea millefolium,3,38,114,3960
1158,2012,Carpenter,CPB,7/31/2014,3,Mark,4,FLW,ACHIMILL,Achillea millefolium,3,38,114,1
1376,2012,Carpenter,CPM,7/31/2014,3,Mark,1,FLW,ACHIMILL,Achillea millefolium,3,38,114,2
1734,2012,Carpenter,CPS,8/8/2014,4,Andy,2,FLW,ACHIMILL,Achillea millefolium,3,38,114,NA
2106,2012,Lookout,LO,7/25/2014,2,Vera,4,FLW,ACHIMILL,Achillea millefolium,2,57,114,10.4
2226,2012,Lookout,LO,8/9/2014,4,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,38,114,456
2486,2012,Lookout,LS,8/9/2014,4,Vera,9,FLW,ACHIMILL,Achillea millefolium,3,38,114,2
813,2013,Carpenter,CPS,7/22/2013,4,Fabian,2,FLW,ACHIMILL,Achillea millefolium,1,115,115,NA
2216,2011,Carpenter,CPS,8/9/2011,4,Andy,8,FLW,ACHIMILL,Achillea millefolium,2,58,116,295
42,2014,Carpenter,CPM,8/7/2014,5,DY,9,FLW,ACHIMILL,Achillea millefolium,4,29,116,70
3635,2011,Frissel,RP1,8/26/2011,5,Vera,7,FLW,ACHIMILL,Achillea millefolium,3,39,117,217
480,2012,Bunchgrass,BS,8/1/2014,3,Mark,4,FLW,ACHIMILL,Achillea millefolium,3,40,120,1150
1934,2013,Lookout,LS,8/5/2013,6,Fabian,7,FLW,ACHIMILL,Achillea millefolium,1,120,120,455
62,2014,Carpenter,CPS,7/31/2014,4,RD,6,FLW,ACHIMILL,Achillea millefolium,6,20,120,220
142,2014,Lookout,LS,7/8/2014,1,KH,1,FLW,ACHIMILL,Achillea millefolium,2,60,120,1
214,2014,Frissel,NE,7/17/2014,2,DY,5,FLW,ACHIMILL,Achillea millefolium,3,40,120,6
138,2012,Bunchgrass,BD,8/7/2014,4,Andy,4,FLW,ACHIMILL,Achillea millefolium,2,61,122,23.4
1954,2013,Lookout,LS,8/20/2013,7,ALR,7,FLW,ACHIMILL,Achillea millefolium,1,122,122,560
180,2014,Frissel,M2,7/8/2014,1,LKB,7,FLW,ACHIMILL,Achillea millefolium,5,24.4,122,6
2492,2011,Lookout,LM,8/4/2011,3,Alina,7,FLW,ACHIMILL,Achillea millefolium,5,24.7,123.5,1
657,2011,Cone,CNE,8/12/2011,4,Vera,9,FLW,ACHIMILL,Achillea millefolium,2,62,124,124
205,2013,Carpenter,CPB,8/6/2013,6,Fabian,8,FLW,ACHIMILL,Achillea millefolium,3,41.5,124.5,4
2208,2011,Carpenter,CPS,8/9/2011,4,Andy,5,FLW,ACHIMILL,Achillea millefolium,3,42,126,65
2356,2013,Frissel,M2,8/21/2013,7,Vera,4,FLW,ACHIMILL,Achillea millefolium,8,16,128,286
70,2014,Lookout,LM,7/18/2014,3,RD,1,FLW,ACHIMILL,Achillea millefolium,4,32,128,30
81,2014,Lookout,LM,8/5/2014,5,RD,3,FLW,ACHIMILL,Achillea millefolium,4,32,128,9
150,2014,Lookout,LS,8/1/2014,4,RD,3,FLW,ACHIMILL,Achillea millefolium,4,32,128,185.01
394,2011,Bunchgrass,BS,8/2/2011,3,Tim + Andy,2,FLW,ACHIMILL,Achillea millefolium,3,43,129,129
2391,2011,Lookout,LM,7/27/2011,2,Alina,8,FLW,ACHIMILL,Achillea millefolium,3,43,129,40.8
41,2014,Carpenter,CPM,7/31/2014,4,KH,9,FLW,ACHIMILL,Achillea millefolium,3,43,129,24
200,2014,Frissel,M2,7/30/2014,4,RM,8,FLW,ACHIMILL,Achillea millefolium,3,43,129,7
2347,2013,Frissel,M2,8/21/2013,7,Vera,1,FLW,ACHIMILL,Achillea millefolium,1,130,130,2
1635,2013,Lookout,LO,8/5/2013,6,Noelle,10,FLW,ACHIMILL,Achillea millefolium,6,22,132,96
2295,2013,Frissel,M2,8/2/2013,5,Scott,7,FLW,ACHIMILL,Achillea millefolium,3,44,132,10
58,2014,Carpenter,CPS,7/2/2014,1,RD,5,FLW,ACHIMILL,Achillea millefolium,11,12,132,1
104,2014,Lookout,LM,8/1/2014,4,IP,10,FLW,ACHIMILL,Achillea millefolium,6,22,132,12
2807,2012,Frissel,M2,8/9/2014,4,Andy,4,FLW,ACHIMILL,Achillea millefolium,2,67,134,700
2720,2013,Frissel,RP1,7/17/2013,3,Fabian,4,FLW,ACHIMILL,Achillea millefolium,4,33.5,134,30
190,2014,Frissel,M2,7/26/2014,3,RD,4,FLW,ACHIMILL,Achillea millefolium,1,134,134,5
1574,2011,Carpenter,CPB,8/18/2011,5,Vera,8,FLW,ACHIMILL,Achillea millefolium,3,45,135,135
2213,2011,Carpenter,CPS,8/9/2011,4,Andy,7,FLW,ACHIMILL,Achillea millefolium,3,45,135,111.6
2268,2012,Lookout,LS,7/10/2014,1,Linnet,5,FLW,ACHIMILL,Achillea millefolium,3,45,135,1
2364,2012,Lookout,LS,7/22/2014,2,Vera,7,FLW,ACHIMILL,Achillea millefolium,3,45,135,2
562,2013,Carpenter,CPM,8/13/2013,7,ALR,4,FLW,ACHIMILL,Achillea millefolium,3,45,135,195
29,2014,Carpenter,CPB,8/7/2014,5,IP,10,FLW,ACHIMILL,Achillea millefolium,9,15,135,1
3866,2011,Frissel,RP2,8/17/2011,4,Vera,10,FLW,ACHIMILL,Achillea millefolium,4,34,136,1
1208,2012,Carpenter,CPB,8/8/2014,4,Vera,3,FLW,ACHIMILL,Achillea millefolium,4,34,136,69
3141,2012,Frissel,RP2,7/17/2014,2,Linnet,7,FLW,ACHIMILL,Achillea millefolium,2,68,136,288.6
411,2011,Bunchgrass,BS,8/15/2011,4,Vera,4,FLW,ACHIMILL,Achillea millefolium,3,46,138,138
3265,2011,Frissel,M2,8/17/2011,4,Vera,4,FLW,ACHIMILL,Achillea millefolium,6,23,138,66
315,2012,Bunchgrass,BH,8/1/2014,3,Andy,3,FLW,ACHIMILL,Achillea millefolium,3,46,138,273
474,2012,Bunchgrass,BS,7/12/2014,2,Andy,10,FLW,ACHIMILL,Achillea millefolium,4,35,140,16.5
479,2012,Bunchgrass,BS,8/1/2014,3,Mark,3,FLW,ACHIMILL,Achillea millefolium,4,35,140,120
491,2012,Bunchgrass,BS,8/7/2014,4,Olivia,3,FLW,ACHIMILL,Achillea millefolium,4,35,140,108
1200,2012,Carpenter,CPB,8/8/2014,4,Vera,2,FLW,ACHIMILL,Achillea millefolium,4,35,140,2
1508,2012,Carpenter,CPM,8/15/2014,5,Mark,6,FLW,ACHIMILL,Achillea millefolium,4,35,140,27.3
